nst,magError,magNst,longitude,gap,time,type,updated,id,place,latitude,mag,magSource,net,magType,horizontalError,status,depthError,locationSource,dmin,rms,depth
,,,-97.2489,58,2016-01-22T06:05:01.600Z,earthquake,2016-02-12T12:50:06.316Z,us10004g9y,"5km S of Langston, Oklahoma",35.8962,3.1,tul,us,ml,1.5,reviewed,7.3,tul,,0.51,5.91
,,,-98.6902,119,2016-01-22T05:17:09.100Z,earthquake,2016-02-12T12:46:21.745Z,us10004g9s,"31km S of Alva, Oklahoma",36.5248,3.2,tul,us,ml,3.2,reviewed,7.9,tul,,0.38,1.443
,,,-98.735,115,2016-01-22T04:24:42.800Z,earthquake,2016-02-16T01:22:49.224Z,us10004g9n,"32km NW of Fairview, Oklahoma",36.477,2.9,tul,us,ml,3.6,reviewed,7.6,tul,,0.6,6.632
,0.212,6,145.061,118,2016-01-22T04:15:41.700Z,earthquake,2016-02-16T06:39:46.570Z,us20004v2i,"90km NW of Northern Islands Municipality - Mayor's Office, Northern Mariana Islands",15.7262,4,us,us,mb,6,reviewed,6.9,us,0.851,0.41,29.09
,0.034,275,-78.2194,51,2016-01-22T02:41:15.220Z,earthquake,2016-02-16T01:17:57.958Z,us10004g9b,"95km W of Pizarro, Colombia",4.866,4.9,us,us,mb,6.6,reviewed,5,us,2.986,0.94,37.2
,0.126,18,167.1765,47,2016-01-22T02:34:43.610Z,earthquake,2016-02-17T00:45:34.470Z,us20004v2e,"154km NNW of Sola, Vanuatu",-12.533,4.3,us,us,mb,12,reviewed,6.9,us,2.897,0.75,230.64
,0.216,6,142.1643,190,2016-01-22T02:33:27.280Z,earthquake,2016-02-16T06:10:40.567Z,us20004v2f,"86km ESE of Iwo Jima, Japan",24.595,4.2,us,us,mb,28.1,reviewed,15.6,us,2.49,0.36,90.16
6,0,5,-65.05,277.2,2016-01-22T02:10:47.200Z,earthquake,2016-02-16T05:53:16.859Z,pr16022000,"75km N of Charlotte Amalie, U.S. Virgin Islands",19.0158,2.7,pr,pr,Md,3.5,reviewed,9.3,pr,0.66565163,0.18,40
,0.153,12,166.2477,133,2016-01-22T01:32:47.500Z,earthquake,2016-02-16T05:32:35.731Z,us20004v2d,"138km SSE of Lata, Solomon Islands",-11.8963,4.3,us,us,mb,12.2,reviewed,9,us,3.649,0.68,54.94
,0.169,10,-177.3147,76,2016-01-22T01:26:40.150Z,earthquake,2016-02-16T05:02:36.069Z,us20004v2m,South of the Fiji Islands,-25.2762,4.4,us,us,mb,10.8,reviewed,5.1,us,8.645,0.83,101.23
,0.211,6,155.1078,197,2016-01-22T01:17:25.310Z,earthquake,2016-02-16T03:45:27.597Z,us20004v2l,"134km SSW of Severo-Kuril'sk, Russia",49.6592,4,us,us,mb,16.1,reviewed,9.3,us,3.816,0.82,110.3
,,,-97.4167,34,2016-01-22T01:15:42.500Z,earthquake,2016-02-16T01:02:30.873Z,us10004g8l,"5km ENE of Edmond, Oklahoma",35.671,3.2,tul,us,ml,2.6,reviewed,5.8,tul,,0.66,6.302
,0.148,6,-168.4264,178,2016-01-22T01:02:23.200Z,earthquake,2016-02-16T02:35:19.349Z,us10004ge9,"68km SSE of Nikolski, Alaska",52.3801,3.6,us,us,ml,5.3,reviewed,11.4,us,0.647,0.77,37.18
,0.083,14,-116.1233,70,2016-01-22T01:00:17.320Z,earthquake,2016-02-16T02:30:09.840Z,us10004g8j,Southern East Pacific Rise,-24.4648,5.3,us,us,mwb,10.7,reviewed,1.7,us,6.597,1.08,10
,,8,-178.9438,,2016-01-22T00:59:45.000Z,earthquake,2016-02-13T02:49:21.596Z,us20004uxb,"19km SE of Amatignak Island, Alaska",51.1219,2.6,ak,us,ml,3.7,reviewed,7.1,ak,,0.43,16.2
,0.15,9,-113.4915,,2016-01-22T00:10:38.310Z,earthquake,2016-02-12T06:16:58.002Z,uu60136657,"27km SSE of Saint George, Utah",36.872,2.99,uu,uu,ml,0.55,reviewed,1.04,uu,,,11.59
,0.079,44,-168.3002,180,2016-01-21T23:57:31.730Z,earthquake,2016-02-07T06:45:44.210Z,us10004g83,"85km SSE of Nikolski, Alaska",52.254,4.1,us,us,mb,5.4,reviewed,1.9,us,0.794,1.24,10
12,0.21,3,-116.4128,42.43,2016-01-21T23:29:49.333Z,earthquake,2016-02-08T06:31:46.810Z,nn00527912,"27km N of Warm Springs, Nevada",38.4365,2.7,nn,nn,ml,2.33,reviewed,,nn,0.655,0.2153,0
,0.186,8,153.0729,168,2016-01-21T23:20:45.940Z,earthquake,2016-02-12T00:45:20.595Z,us20004usm,"179km S of Taron, Papua New Guinea",-6.0879,4.2,us,us,mb,15,reviewed,12.3,us,2.09,0.85,92.73
,0.072,58,145.509,97,2016-01-21T22:58:47.510Z,earthquake,2016-02-08T06:24:22.304Z,us10004g7s,"46km NE of Rota, Northern Mariana Islands",14.4469,4.6,us,us,mb,7.1,reviewed,6.4,us,0.829,0.72,90.22
,,,-152.9975,,2016-01-21T22:36:44.000Z,earthquake,2016-02-08T06:38:20.649Z,ak12482708,"68km WSW of Anchor Point, Alaska",59.6037,2.6,ak,ak,ml,0.3,reviewed,0.2,ak,,0.43,95.8
27,0.165,26,-116.2425,59,2016-01-21T22:33:27.790Z,earthquake,2016-01-21T23:25:35.073Z,ci37298527,"8km WSW of Ludlow, California",34.689,2.57,ci,ci,ml,0.19,reviewed,0.42,ci,0.07533,0.16,1.74
,0.114,22,125.4185,126,2016-01-21T21:24:03.190Z,earthquake,2016-02-12T00:36:52.982Z,us20004usl,"93km S of Hirara, Japan",23.9653,4.4,us,us,mb,5.2,reviewed,2,us,2.253,1.33,35
,0.169,10,142.9072,149,2016-01-21T21:15:45.260Z,earthquake,2016-02-12T00:27:31.986Z,us20004usk,"Izu Islands, Japan region",30.9284,4.4,us,us,mb,11.3,reviewed,4,us,3.414,0.6,25.42
,,,-97.9844,67,2016-01-21T21:05:04.600Z,earthquake,2016-02-08T06:18:10.953Z,us10004g6n,"22km W of Medford, Oklahoma",36.8347,3,tul,us,ml,1.1,reviewed,7.3,tul,,0.42,6.777
,0.074,60,126.8467,133,2016-01-21T20:10:38.640Z,earthquake,2016-01-21T20:53:37.895Z,us10004g66,"227km SE of Sarangani, Philippines",3.8885,5,us,us,mb,8.5,reviewed,1.6,us,3.139,0.96,10
,,,-170.5868,,2016-01-21T20:04:22.000Z,earthquake,2016-01-26T02:07:56.638Z,ak12517203,"55km S of Yunaska Island, Alaska",52.1408,2.5,ak,ak,ml,5.5,reviewed,2.8,ak,,0.58,56
,0.076,53,54.7971,60,2016-01-21T19:28:59.570Z,earthquake,2016-01-21T20:17:47.912Z,us10004g5n,"58km SE of Lar, Iran",27.3446,4.8,us,us,mb,7.6,reviewed,1.9,us,2.703,0.49,10
,0.082,44,84.9933,160,2016-01-21T19:22:42.680Z,earthquake,2016-01-22T08:11:35.979Z,us10004g5f,"47km NW of Kirtipur, Nepal",28.0264,4.5,us,us,mb,5.4,reviewed,5.1,us,0.423,0.74,12.25
,,,-97.4052,54,2016-01-21T18:50:55.400Z,earthquake,2016-02-16T18:26:27.198Z,us10004g50,"6km E of Edmond, Oklahoma",35.6644,2.8,tul,us,ml,1.1,reviewed,5.1,tul,,0.61,7.123
,,,-106.9317,74,2016-01-21T18:06:57.660Z,earthquake,2016-02-12T00:52:00.995Z,us10004g4l,"215km SW of Tomatlan, Mexico",18.8237,6.6,us,us,mww,6.8,reviewed,1.7,us,2.412,0.98,10
,0.053,110,-88.7004,165,2016-01-21T17:27:57.800Z,earthquake,2016-02-12T00:10:02.653Z,us10004g4c,"83km S of Puerto El Triunfo, El Salvador",12.5434,4.7,us,us,mb,1.9,reviewed,2,us,1.618,0.89,35
,,,-97.0416,59,2016-01-21T15:12:46.300Z,earthquake,2016-01-25T03:51:24.410Z,us10004g3v,"5km NNE of Stillwater, Oklahoma",36.1643,2.8,tul,us,ml,1.3,reviewed,3.7,tul,,0.86,6.219
,,,-146.5907,,2016-01-21T14:57:46.000Z,earthquake,2016-02-14T20:24:35.944Z,ak12480658,"30km NNW of Valdez, Alaska",61.3776,2.9,ak,ak,ml,0.1,reviewed,0.2,ak,,0.6,8.7
,,,-3.65,65,2016-01-21T13:47:19.860Z,earthquake,2016-02-13T15:49:05.616Z,us10004g3i,"49km NNE of Al Hoceima, Morocco",35.6236,5.1,mdd,us,mwr,7.5,reviewed,1.8,us,2.234,0.86,10
,0.208,7,-71.518,,2016-01-21T13:36:09.000Z,earthquake,2016-02-14T17:21:55.351Z,us10004g3e,"37km NW of Ovalle, Chile",-30.394,4.7,us,us,mb,7.6,reviewed,6.2,guc,,1.05,43.7
,0.078,54,58.3088,65,2016-01-21T13:02:00.890Z,earthquake,2016-02-14T20:18:54.170Z,us10004g38,Southwest Indian Ridge,-31.2202,5.1,us,us,mb,10.8,reviewed,1.8,us,10.269,0.8,10
,0.157,11,97.8598,215,2016-01-21T13:00:31.980Z,earthquake,2016-02-14T20:09:39.112Z,us20004us9,"179km NW of Sikabaluan, Indonesia",0.0406,4.1,us,us,mb,7.5,reviewed,8,us,1.286,0.65,29.71
,0.102,25,-97.8643,67,2016-01-21T12:55:58.560Z,earthquake,2016-01-21T13:12:00.318Z,us10004g35,"12km WSW of Medford, Oklahoma",36.7746,2.7,us,us,mb_lg,1.4,reviewed,2,us,0.076,0.31,4.34
,,,-161.4905,,2016-01-21T12:29:48.000Z,earthquake,2016-01-26T00:41:58.578Z,ak12479526,"117km SE of Cold Bay, Alaska",54.4033,3,ak,ak,ml,0.7,reviewed,0.9,ak,,0.54,32.6
,0.102,25,-96.8534,55,2016-01-21T10:49:09.440Z,earthquake,2016-01-21T17:22:42.733Z,us10004g2s,"14km W of Yale, Oklahoma",36.1389,2.7,us,us,mb_lg,1.3,reviewed,1.9,us,0.122,0.53,5
53,0.192,90,-121.5731667,38,2016-01-21T10:37:29.770Z,earthquake,2016-01-23T02:11:05.501Z,nc72582791,"3km W of San Juan Bautista, California",36.8423333,2.54,nc,nc,md,0.14,reviewed,0.25,nc,0.01876,0.1,5.16
,0.113,27,24.6838,176,2016-01-21T09:22:22.210Z,earthquake,2016-01-21T10:30:25.473Z,us10004g0l,"76km SSW of Moirai, Greece",34.3798,4.3,us,us,mb,7,reviewed,1.9,us,2.085,0.84,10
,0.061,85,157.6653,111,2016-01-21T08:43:37.520Z,earthquake,2016-02-10T11:08:52.175Z,us10004g0h,"84km ESE of Ozernovskiy, Russia",51.2648,4.9,us,us,mb,6.9,reviewed,5.6,us,1.846,0.75,73.01
,,,-98.6987,116,2016-01-21T08:27:58.400Z,earthquake,2016-02-10T11:05:58.471Z,us10004g07,"32km S of Alva, Oklahoma",36.5133,3,tul,us,ml,1.8,reviewed,7.3,tul,,0.38,5.692
,,,-178.5875,59,2016-01-21T08:26:21.580Z,earthquake,2016-02-10T11:07:30.268Z,us10004g0a,"67km NNE of L'Esperance Rock, New Zealand",-30.889,5.5,gcmt,us,mwc,9.3,reviewed,5,us,1.735,0.78,123.24
,0.142,14,179.7252,80,2016-01-21T08:24:30.270Z,earthquake,2016-02-10T10:36:23.153Z,us20004us1,South of the Fiji Islands,-24.9138,4.3,us,us,mb,10.8,reviewed,8.8,us,7.301,0.71,512.29
,0.201,7,99.6099,189,2016-01-21T08:20:25.070Z,earthquake,2016-02-10T10:15:45.064Z,us20004us2,"68km SE of Muara Siberut, Indonesia",-2.0696,4.3,us,us,mb,10.2,reviewed,7.2,us,2.776,0.99,7.58
,0.075,56,126.9204,86,2016-01-21T08:16:51.880Z,earthquake,2016-02-10T09:42:02.638Z,us10004g06,"103km NNW of Kota Ternate, Indonesia",1.602,5,us,us,mb,7.7,reviewed,6.3,us,0.937,0.77,112.37
,0.102,27,140.1832,101,2016-01-21T07:17:14.460Z,earthquake,2016-02-10T09:32:22.679Z,us20004urz,"202km W of Chichi-shima, Japan",26.9935,4.2,us,us,mb,11.4,reviewed,8.4,us,1.787,0.86,490.38
,0.089,41,-174.9009,89,2016-01-21T07:15:11.940Z,earthquake,2016-02-10T09:25:55.935Z,us10004fzt,"103km S of `Ohonua, Tonga",-22.265,5,us,us,mb,10.8,reviewed,6.6,us,5.634,1.45,53.81
,,,-140.3723,,2016-01-21T06:37:47.000Z,earthquake,2016-01-26T00:43:59.383Z,ak12478278,"99km NNW of Yakutat, Alaska",60.3792,2.9,ak,ak,ml,0.2,reviewed,0.1,ak,,0.81,9.8
,,,-97.3825,50,2016-01-21T05:57:08.300Z,earthquake,2016-01-22T02:06:57.964Z,us10004fzk,"8km ENE of Edmond, Oklahoma",35.6715,2.7,tul,us,ml,1.2,reviewed,4.9,tul,,0.6,4.374
9,0,3,-67.7685,320.4,2016-01-21T04:04:31.400Z,earthquake,2016-01-21T08:14:39.740Z,pr16021001,"70km ENE of Punta Cana, Dominican Republic",18.7917,2.9,pr,pr,Md,3.4,reviewed,3.9,pr,0.48958183,0.25,45
,0.104,26,-75.9835,65,2016-01-21T03:09:39.890Z,earthquake,2016-01-22T15:14:13.851Z,us10004fz0,"36km S of El Cobre, Cuba",19.7189,4.2,us,us,mb,3.1,reviewed,1.9,us,0.847,0.65,10
,,,-162.2216,,2016-01-21T00:01:31.000Z,earthquake,2016-01-26T00:44:20.696Z,ak12477557,"76km SSE of Cold Bay, Alaska",54.5622,2.5,ak,ak,ml,0.9,reviewed,0.4,ak,,0.5,41.3
,,,-150.6936,,2016-01-20T23:46:51.000Z,earthquake,2016-01-24T13:04:48.765Z,ak12477473,"40km WNW of Willow, Alaska",61.9438,2.8,ak,ak,ml,0.2,reviewed,0.3,ak,,0.57,59.1
,0.122,19,-72.9477,132,2016-01-20T23:20:50.010Z,earthquake,2016-01-21T00:05:01.810Z,us10004fxm,"65km W of Orcopampa, Peru",-15.3289,4.3,us,us,mb,8.5,reviewed,6.4,us,3.921,1.02,89.45
6,0,6,-64.6296,291.6,2016-01-20T22:27:39.900Z,earthquake,2016-01-21T02:52:01.706Z,pr16020006,"70km N of Road Town, British Virgin Islands",19.051,3.1,pr,pr,Md,8.8,reviewed,13.7,pr,0.62971901,0.31,53
,0.039,214,146.0234,114,2016-01-20T21:53:41.900Z,earthquake,2016-01-20T22:13:29.361Z,us10004fwv,"44km SE of Nemuro, Japan",43.0965,5.1,us,us,mb,8.2,reviewed,6.6,us,2.377,0.75,41.2
30,0.138,138,-116.2395,59,2016-01-20T21:15:09.620Z,earthquake,2016-01-20T21:56:26.643Z,ci37298159,"8km WSW of Ludlow, California",34.6891667,2.87,ci,ci,ml,0.18,reviewed,0.49,ci,0.07288,0.17,2.5
28,0.128,26,-116.2433333,42,2016-01-20T18:38:58.880Z,earthquake,2016-01-20T19:01:24.238Z,ci37298111,"8km WSW of Ludlow, California",34.6891667,2.63,ci,ci,ml,0.17,reviewed,0.5,ci,0.07603,0.15,2
,,,-98.2913,49,2016-01-20T17:29:02.390Z,earthquake,2016-02-11T23:58:21.714Z,us10004fv9,"7km SE of Cherokee, Oklahoma",36.7094,2.9,tul,us,ml,2,reviewed,7.7,us,0.072,0.4,6.96
,,,101.6414,10,2016-01-20T17:13:13.650Z,earthquake,2016-02-11T23:55:49.791Z,us10004fv5,"70km ESE of Hongtu, China",37.6716,5.9,us,us,mww,7.1,reviewed,1.6,us,9.841,0.89,9
,,,-150.8709,,2016-01-20T17:10:22.000Z,earthquake,2016-01-24T13:05:33.398Z,ak12475422,"29km NE of Fritz Creek, Alaska",59.8995,2.6,ak,ak,ml,0.3,reviewed,0.2,ak,,0.6,13.2
,,,-97.392,38,2016-01-20T17:08:39.600Z,earthquake,2016-02-11T23:59:35.812Z,us10004fv0,"7km E of Edmond, Oklahoma",35.659,2.5,tul,us,ml,1.4,reviewed,5.7,tul,,0.64,5.062
,,,-96.9733,55,2016-01-20T16:56:59.600Z,earthquake,2016-02-11T23:59:14.050Z,us10004fux,"10km NE of Stillwater, Oklahoma",36.1822,2.6,tul,us,ml,1.3,reviewed,4.1,tul,,0.26,5
,0.113,23,154.7233,71,2016-01-20T16:49:54.830Z,earthquake,2016-01-28T04:28:53.591Z,us20004uqw,"85km W of Panguna, Papua New Guinea",-6.1928,4.5,us,us,mb,7.5,reviewed,7,us,3.233,1.13,66.25
,0.164,10,135.7701,101,2016-01-20T16:36:15.150Z,earthquake,2016-01-28T04:23:23.108Z,us20004ur2,"67km WSW of Enarotali, Indonesia",-4.0908,4,us,us,mb,9.4,reviewed,14,us,3.702,0.57,37.34
,0.204,7,144.6831,136,2016-01-20T15:48:10.460Z,earthquake,2016-01-28T03:35:00.861Z,us20004uqt,"256km ENE of Miyako, Japan",40.6118,4.4,us,us,mb,7.4,reviewed,4.8,us,1.812,0.79,19.2
,0.184,8,121.4381,103,2016-01-20T15:35:44.920Z,earthquake,2016-02-01T03:23:19.452Z,us20004w8d,"30km E of Taitung City, Taiwan",22.7726,4.1,us,us,mb,3.5,reviewed,3.8,us,0.333,0.74,16.58
,0.158,12,-139.3453,181,2016-01-20T15:07:04.370Z,earthquake,2016-01-28T03:26:07.256Z,us20004ura,Pacific-Antarctic Ridge,-56.1803,4.7,us,us,mb,13.8,reviewed,1.8,us,33.981,0.56,10
,,,-139.1473,59,2016-01-20T15:05:19.820Z,earthquake,2016-02-17T05:41:55.961Z,us10004fug,Pacific-Antarctic Ridge,-56.1838,5.4,gcmt,us,mwc,9.4,reviewed,1.5,us,29.323,0.82,10
,0.085,39,-91.6495,99,2016-01-20T15:01:40.480Z,earthquake,2016-01-28T03:09:24.494Z,us10004fue,"65km SW of Nueva Concepcion, Guatemala",13.7169,4.3,us,us,mb,7.6,reviewed,6.2,us,0.804,1.32,33.04
27,0.154,106,-116.2405,59,2016-01-20T14:54:19.800Z,earthquake,2016-01-20T17:04:32.918Z,ci37298071,"8km WSW of Ludlow, California",34.691,2.55,ci,ci,ml,0.2,reviewed,0.47,ci,0.07388,0.17,2.79
11,0,7,-67.1445,219.6,2016-01-20T14:49:15.900Z,earthquake,2016-02-10T09:15:47.831Z,pr16020005,"3km SE of Boqueron, Puerto Rico",18.0105,2.5,pr,pr,Md,0.4,reviewed,0.2,pr,0.03323767,0.1,6
,,,-97.9839,97,2016-01-20T13:51:31.200Z,earthquake,2016-02-10T09:14:30.253Z,us10004fu9,"23km WNW of Medford, Oklahoma",36.8723,2.5,tul,us,ml,1.2,reviewed,2.8,tul,,0.11,6.339
35,0.152,138,-116.2366667,44,2016-01-20T13:43:09.970Z,earthquake,2016-02-10T09:10:36.320Z,ci37298055,"8km WSW of Ludlow, California",34.6913333,3.16,ci,ci,ml,0.24,reviewed,0.57,ci,0.07078,0.24,1.39
,,,178.9866,,2016-01-20T12:45:14.000Z,earthquake,2016-01-26T01:29:37.515Z,ak12497582,"48km NE of Little Sitkin Island, Alaska",52.2722,2.8,ak,ak,ml,3.8,reviewed,,ak,,0.64,20
,0.04,199,-74.0797,144,2016-01-20T12:01:09.900Z,earthquake,2016-01-21T00:00:00.870Z,us10004fty,"75km SE of Acari, Peru",-15.8792,5,us,us,mb,4.6,reviewed,7.7,us,4.348,1.18,47.03
,0.173,10,84.4123,85,2016-01-20T11:08:10.500Z,earthquake,2016-01-20T11:56:39.560Z,us10004ftw,"134km ENE of Kuqa, China",42.237,4.6,us,us,mb,10.3,reviewed,7.4,us,4.462,0.73,36.11
,,,-150.8489,,2016-01-20T10:32:33.000Z,earthquake,2016-01-26T01:27:57.786Z,ak12474745,"99km NNW of Talkeetna, Alaska",63.1467,3.7,ak,ak,ml,0.2,reviewed,0.3,ak,,0.52,130.4
,,,-163.4815,,2016-01-20T09:35:19.000Z,earthquake,2016-01-24T13:07:48.537Z,ak12474735,"154km S of False Pass, Alaska",53.4598,2.5,ak,ak,ml,2.4,reviewed,2.9,ak,,0.55,25.6
,0.057,80,-97.3596,46,2016-01-20T08:55:58.220Z,earthquake,2016-01-21T08:26:05.601Z,us10004ftb,"14km SSE of Guthrie, Oklahoma",35.7614,3.4,us,us,mb_lg,1.6,reviewed,3.2,us,0.18,0.41,8.94
,0.082,46,140.8328,104,2016-01-20T07:16:52.680Z,earthquake,2016-01-20T07:36:12.692Z,us10004ft5,"Izu Islands, Japan region",30.2021,4.8,us,us,mb,10.4,reviewed,7.8,us,3.031,1.05,78.25
14,0,12,-64.8852,284.4,2016-01-20T06:34:55.200Z,earthquake,2016-01-20T06:57:18.260Z,pr16020002,"143km N of Road Town, British Virgin Islands",19.6891,3.7,pr,pr,Md,5.4,reviewed,7.4,pr,1.28998075,0.37,119
,,,-158.6681,,2016-01-20T06:00:48.000Z,earthquake,2016-01-24T13:07:27.455Z,ak12497564,"6km ESE of Chignik Lake, Alaska",56.2276,2.5,ak,ak,ml,1.4,reviewed,0.5,ak,,0.43,108.4
6,0.42,5,-119.632,76.13,2016-01-20T05:37:01.482Z,earthquake,2016-01-21T04:40:45.285Z,nn00527657,"70km ESE of Lakeview, Oregon",41.8412,2.6,nn,nn,ml,5.67,reviewed,5.5,nn,0.166,0.1852,9.2
,,,-161.3274,,2016-01-20T05:27:01.000Z,earthquake,2016-01-24T13:02:55.041Z,ak12474404,"204km SW of Chernabura Island, Alaska",53.2681,3,ak,ak,ml,3.7,reviewed,3.1,ak,,0.62,7.8
,0.078,43,-97.7593,39,2016-01-20T04:41:57.210Z,earthquake,2016-01-20T05:12:40.986Z,us10004fss,"11km ENE of Enid, Oklahoma",36.4393,2.8,us,us,mb_lg,1.6,reviewed,2,us,0.192,0.65,5
,,,-150.7085,,2016-01-20T03:14:32.000Z,earthquake,2016-01-24T13:08:08.841Z,ak12474392,"51km NW of Talkeetna, Alaska",62.6921,2.5,ak,ak,ml,0.2,reviewed,0.2,ak,,0.71,5.6
,0.045,66,-138.0674,,2016-01-20T02:54:50.550Z,earthquake,2016-02-01T01:42:06.402Z,us10004gsj,"118km SE of Yakutat, Alaska",58.9047,3.1,us,us,ml,2.9,reviewed,1.9,pgc,,1.02,1
,,,-97.2037,60,2016-01-20T02:27:28.300Z,earthquake,2016-01-27T00:14:27.433Z,us10004fs8,"13km WSW of Stillwater, Oklahoma",36.0746,2.8,tul,us,ml,1.3,reviewed,4.8,tul,,0.58,7.519
,0.14,14,150.2654,90,2016-01-20T02:03:44.680Z,earthquake,2016-01-28T02:06:11.327Z,us20004uqc,"43km SSE of Kimbe, Papua New Guinea",-5.9225,4.1,us,us,mb,6.5,reviewed,10.9,us,2.377,1.24,97.99
,,,-146.5631,,2016-01-20T01:06:06.000Z,earthquake,2016-01-28T01:43:21.040Z,ak12474368,"35km NNW of Valdez, Alaska",61.4284,3.4,ak,ak,ml,0.2,reviewed,0.3,ak,,0.56,38.3
,0.101,27,-178.852,146,2016-01-20T00:49:52.930Z,earthquake,2016-01-28T01:19:57.970Z,us20004uqa,"233km SE of Lambasa, Fiji",-17.6687,4.2,us,us,mb,15.9,reviewed,9.8,us,2.951,1.03,558.18
4,0,3,-65.4309,331.2,2016-01-20T00:12:19.200Z,earthquake,2016-01-28T01:06:59.040Z,pr16020000,"121km NNE of Vieques, Puerto Rico",19.4526,3.4,pr,pr,Md,8.3,reviewed,10.8,pr,1.1462503,0.27,110
,0.164,10,-28.1603,137,2016-01-20T00:09:44.770Z,earthquake,2016-01-28T01:05:21.893Z,us20004uqd,"61km WNW of Visokoi Island, South Georgia and the South Sandwich Islands",-56.5562,4,us,us,mb,9.7,reviewed,9.8,us,5.261,1.26,144.27
,,,-97.7697,50,2016-01-19T23:57:07.300Z,earthquake,2016-01-28T00:59:47.587Z,us10004fri,"3km NW of Medford, Oklahoma",36.827,3.3,tul,us,ml,3.4,reviewed,7.6,tul,,0.51,4.45
,0.119,21,127.4594,133,2016-01-19T23:38:20.450Z,earthquake,2016-01-28T00:56:57.615Z,us10004frc,"19km NNE of Ternate, Indonesia",0.9703,4.6,us,us,mb,7.4,reviewed,6.2,us,0.217,0.68,11.77
,0.143,15,-73.4858,131,2016-01-19T22:12:42.440Z,earthquake,2016-01-20T00:09:22.927Z,us10004fqb,"51km ENE of Tambo, Peru",-14.5966,4.8,us,us,mb,5.6,reviewed,8.6,us,4.171,0.97,58.7
,0.065,73,127.378,63,2016-01-19T22:04:06.940Z,earthquake,2016-01-19T22:22:49.179Z,us10004fqa,"70km N of Ternate, Indonesia",1.4403,4.9,us,us,mb,9.2,reviewed,6.7,us,0.664,1.3,157.12
16,0.148,89,-115.5963333,262,2016-01-19T21:52:31.270Z,earthquake,2016-01-20T00:17:05.813Z,ci37297903,"88km SSW of Alberto Oviedo Mota, B.C., MX",31.5281667,3.4,ci,ci,ml,2.11,reviewed,31.61,ci,0.8902,0.45,5.99
,0.063,24,-71.6339,185,2016-01-19T21:45:27.990Z,earthquake,2016-02-12T04:47:34.182Z,us10004gfl,"45km WNW of Ovalle, Chile",-30.4423,4,us,us,mwr,5.7,reviewed,5.9,us,0.23,0.65,28.45
,0.07,61,124.161,79,2016-01-19T20:51:28.230Z,earthquake,2016-01-21T17:09:49.559Z,us10004fpg,"87km WNW of Manado, Indonesia",1.8743,4.5,us,us,mb,8.5,reviewed,0.6,us,3.212,0.69,297.23
,0.048,41,-98.7135,119,2016-01-19T20:45:57.700Z,earthquake,2016-01-21T16:28:52.304Z,us10004fpc,"33km S of Alva, Oklahoma",36.507,3.8,us,us,mwr,3.2,reviewed,4.6,tul,,0.95,7.478
,0.062,76,-128.6529,165,2016-01-19T19:54:42.190Z,earthquake,2016-01-21T21:52:15.946Z,us10004fp1,"203km W of Tofino, Canada",48.8876,4.5,us,us,mb,7.6,reviewed,5.3,us,1.786,1.4,13.36
,0.092,31,-98.6781,92,2016-01-19T19:41:57.230Z,earthquake,2016-01-20T22:13:06.390Z,us10004fny,"29km NW of Fairview, Oklahoma",36.4827,2.9,us,us,mb_lg,1.8,reviewed,2,us,0.28,0.41,5
,0.062,80,26.9436,104,2016-01-19T19:04:42.830Z,earthquake,2016-01-21T20:48:23.696Z,us10004fnv,"12km S of Kefalos, Greece",36.6378,4.7,us,us,mb,7.1,reviewed,7.7,us,1.225,1.01,146.36
,0.072,57,119.9879,61,2016-01-19T18:50:02.100Z,earthquake,2016-01-20T18:29:31.223Z,us10004fnu,"165km SSW of Hengchun, Taiwan",20.6879,4.6,us,us,mb,6.5,reviewed,4.6,us,2.35,1.31,15.84
,0.138,14,-169.7392,209,2016-01-19T18:16:33.190Z,earthquake,2016-01-22T02:03:36.755Z,us10004fnw,"72km ESE of Yunaska Island, Alaska",52.3449,4,us,us,mb,8.8,reviewed,10.9,us,0.488,1.26,51.38
6,0,4,-65.055,144,2016-01-19T17:56:38.900Z,earthquake,2016-01-20T17:33:04.040Z,pr16019011,"38km SSW of Charlotte Amalie, U.S. Virgin Islands",18.0153,2.8,pr,pr,Md,0.7,reviewed,1.8,pr,0.34764801,0.28,8
,0.128,8,-162.4482,175,2016-01-19T17:55:23.070Z,earthquake,2016-01-22T02:04:00.041Z,us10004fnt,"47km SSE of Cold Bay, Alaska",54.7851,2.9,us,us,ml,13.9,reviewed,10,us,0.565,1.24,134.84
,0.132,16,97.8557,119,2016-01-19T16:56:58.900Z,earthquake,2016-02-10T16:32:14.763Z,us10004gfd,"86km W of Onan Ganjang, Indonesia",2.0809,4.2,us,us,mb,7,reviewed,8.6,us,0.821,0.35,60.39
,0.046,159,171.4805,72,2016-01-19T16:54:23.840Z,earthquake,2016-02-10T16:19:56.601Z,us10004fmh,"81km SW of Ile Hunter, New Caledonia",-22.9061,5.3,us,us,mb,7.6,reviewed,1.7,us,3.497,0.91,10
,,,-98.745,117,2016-01-19T15:54:43.700Z,earthquake,2016-02-10T18:05:49.486Z,us10004fm7,"33km NW of Fairview, Oklahoma",36.4811,2.6,tul,us,ml,1.5,reviewed,6.6,tul,,0.41,7.936
