nst,magError,magNst,longitude,gap,time,type,updated,id,place,latitude,mag,magSource,net,magType,horizontalError,status,depthError,locationSource,dmin,rms,depth
,,,-153.2592,,2016-01-24T11:17:46.000Z,earthquake,2016-02-06T07:31:13.040Z,ak12496977,"80km W of Anchor Point, Alaska",59.7331,2.9,ak,ak,ml,0.2,reviewed,0.2,ak,,0.51,109.5
,,,-152.2376,,2016-01-24T11:12:59.000Z,earthquake,2016-02-06T07:29:43.040Z,ak12496972,"32km NW of Anchor Point, Alaska",59.9806,2.6,ak,ak,ml,0.2,reviewed,0.4,ak,,0.66,65.7
,,,-153.1801,,2016-01-24T11:12:21.000Z,earthquake,2016-02-06T07:26:45.040Z,ak12560191,"76km W of Anchor Point, Alaska",59.6972,2.8,ak,ak,ml,1.1,reviewed,1.2,ak,,0.35,108.7
,,,-153.1581,,2016-01-24T11:08:26.000Z,earthquake,2016-02-06T07:24:37.040Z,ak12496964,"75km W of Anchor Point, Alaska",59.7004,3.1,ak,ak,ml,0.2,reviewed,0.2,ak,,0.45,115.3
,,,-153.336,,2016-01-24T11:05:35.000Z,earthquake,2016-02-06T07:22:35.040Z,ak12496954,"85km W of Anchor Point, Alaska",59.6668,3.3,ak,ak,ml,0.2,reviewed,0.2,ak,,0.59,108.4
,,,-153.1107,,2016-01-24T11:05:09.000Z,earthquake,2016-02-06T07:19:46.040Z,ak12560187,"72km W of Anchor Point, Alaska",59.7273,3.2,ak,ak,ml,1.3,reviewed,1.6,ak,,0.57,98.5
,,,-153.1937,,2016-01-24T11:02:57.000Z,earthquake,2016-02-06T07:18:04.040Z,ak12560184,"76km W of Anchor Point, Alaska",59.7224,2.5,ak,ak,ml,0.3,reviewed,0.3,ak,,0.53,113
,,,-153.0658,,2016-01-24T11:01:34.000Z,earthquake,2016-02-06T07:16:50.040Z,ak12496944,"69km W of Anchor Point, Alaska",59.7446,3.3,ak,ak,ml,0.3,reviewed,0.3,ak,,0.6,108.2
,,,-153.0404,,2016-01-24T11:00:41.000Z,earthquake,2016-02-06T07:15:44.040Z,ak12560182,"68km W of Anchor Point, Alaska",59.7344,2.6,ak,ak,ml,0.9,reviewed,0.5,ak,,0.23,115.3
,,,-153.0514,,2016-01-24T10:59:25.000Z,earthquake,2016-02-06T07:14:10.040Z,ak12496940,"68km W of Anchor Point, Alaska",59.8149,2.9,ak,ak,ml,0.4,reviewed,0.3,ak,,0.48,109.1
,,,-153.1628,,2016-01-24T10:59:09.000Z,earthquake,2016-02-06T07:12:53.040Z,ak12496939,"74km W of Anchor Point, Alaska",59.7468,2.8,ak,ak,ml,0.5,reviewed,0.7,ak,,0.48,95.4
,,,-153.0572,,2016-01-24T10:54:30.000Z,earthquake,2016-02-06T07:10:59.040Z,ak12496923,"68km W of Anchor Point, Alaska",59.7976,3.8,ak,ak,ml,0.3,reviewed,0.4,ak,,0.76,98.8
,,,-153.1545,,2016-01-24T10:51:58.000Z,earthquake,2016-02-06T07:01:46.040Z,ak12560174,"74km W of Anchor Point, Alaska",59.77,3.3,ak,ak,ml,0.4,reviewed,0.2,ak,,0.66,104.1
,,,-163.1323,213,2016-01-24T10:48:48.010Z,earthquake,2016-02-05T15:54:20.470Z,us20004vra,"105km S of False Pass, Alaska",53.9159,2.6,ak,us,ml,8.6,reviewed,11.1,us,0.813,0.72,23.8
,,,-153.0715,,2016-01-24T10:47:20.000Z,earthquake,2016-02-05T15:44:03.040Z,ak12560170,"70km W of Anchor Point, Alaska",59.842,2.5,ak,ak,ml,0.6,reviewed,0.6,ak,,0.48,93.1
,,,-153.3605,,2016-01-24T10:45:39.000Z,earthquake,2016-02-05T15:41:29.040Z,ak12496907,"86km W of Anchor Point, Alaska",59.6786,3.8,ak,ak,ml,0.3,reviewed,0.3,ak,,0.59,109.4
,,,-153.1167,,2016-01-24T10:45:08.000Z,earthquake,2016-02-05T15:36:26.040Z,ak12560168,"72km W of Anchor Point, Alaska",59.7813,3.3,ak,ak,ml,0.7,reviewed,0.6,ak,,0.3,105.5
,,,-153.2567,,2016-01-24T10:43:35.000Z,earthquake,2016-02-05T15:30:52.040Z,ak12560167,"80km W of Anchor Point, Alaska",59.6989,3,ak,ak,ml,0.4,reviewed,0.3,ak,,0.56,103.5
,,23,-153.423,,2016-01-24T10:42:36.420Z,earthquake,2016-02-05T15:28:12.823Z,us20004vp5,"70km SSE of Larsen Bay, Alaska",56.985,3.6,ak,us,ml,4.5,reviewed,7,ak,,0.59,28.7
,,,-153.0556,,2016-01-24T10:42:33.000Z,earthquake,2016-02-05T15:24:57.040Z,ak12560165,"68km W of Anchor Point, Alaska",59.7867,2.9,ak,ak,ml,0.3,reviewed,0.5,ak,,0.4,105
,,,-153.009,,2016-01-24T10:40:50.000Z,earthquake,2016-02-05T15:21:29.040Z,ak12560164,"66km W of Anchor Point, Alaska",59.7859,3,ak,ak,ml,0.6,reviewed,0.6,ak,,0.31,107.8
,,21,-153.084,,2016-01-24T10:40:00.550Z,earthquake,2016-02-05T14:56:45.999Z,us20004vp2,"70km W of Anchor Point, Alaska",59.83,3.1,ak,us,ml,3.8,reviewed,5.4,ak,,0.36,97.4
,,,-153.1787,,2016-01-24T10:39:24.000Z,earthquake,2016-02-05T14:52:36.040Z,ak12560162,"76km W of Anchor Point, Alaska",59.7001,3.5,ak,ak,ml,0.4,reviewed,0.3,ak,,0.49,106.6
,,,-158.8309,,2016-01-24T10:38:25.000Z,earthquake,2016-02-05T14:54:46.809Z,us20004vru,"52km ENE of Chernabura Island, Alaska",54.9953,3.8,ak,us,ml,9.1,reviewed,7.6,ak,,0.19,70.9
,,,-152.9649,,2016-01-24T10:38:21.000Z,earthquake,2016-02-05T14:48:57.040Z,ak12560160,"64km W of Anchor Point, Alaska",59.8465,3.4,ak,ak,ml,0.8,reviewed,0.8,ak,,0.35,104
,,,-153.3051,,2016-01-24T10:37:20.000Z,earthquake,2016-02-05T13:01:02.040Z,ak12560159,"83km W of Anchor Point, Alaska",59.6974,4.3,ak,ak,ml,0.3,reviewed,0.1,ak,,0.49,110.1
,,,-153.3392,,2016-01-24T10:30:29.560Z,earthquake,2016-02-14T08:42:28.245Z,us10004gqp,"86km W of Anchor Point, Alaska",59.6204,7.1,us,us,mww,4.7,reviewed,3.5,ak,,2.05,125.6
14,0,12,-65.1696,176.4,2016-01-24T10:11:05.800Z,earthquake,2016-02-05T10:57:59.040Z,pr16024007,"15km ESE of Culebra, Puerto Rico",18.245,2.7,pr,pr,Md,2.1,reviewed,0.6,pr,0.12396751,0.18,19
78,0.162,73,-121.0516667,54,2016-01-24T10:05:57.660Z,earthquake,2016-01-25T22:53:04.915Z,nc72583971,"14km ENE of San Simeon, California",35.71,2.56,nc,nc,md,0.11,reviewed,0.46,nc,0.08626,0.07,6.61
,0.046,123,-97.6479,82,2016-01-24T10:01:40.800Z,earthquake,2016-02-05T10:54:09.340Z,us10004gqe,"11km SSW of Caldwell, Kansas",36.9319,3.9,us,us,mb_lg,1.5,reviewed,6.1,tul,,0.61,3.778
,0.074,53,-73.0647,42,2016-01-24T09:28:53.530Z,earthquake,2016-02-05T10:49:31.380Z,us10004gq7,"14km NNW of Aratoca, Colombia",6.8158,4.4,us,us,mb,6.5,reviewed,5.9,us,1.437,0.77,149.32
13,0,6,-66.3817,219.6,2016-01-24T08:18:56.700Z,earthquake,2016-01-24T13:03:44.800Z,pr16024008,"30km N of Brenas, Puerto Rico",18.7418,2.5,pr,pr,Md,0.8,reviewed,1.7,pr,0.29824067,0.2,37
20,0,16,-64.731,270,2016-01-24T07:13:23.000Z,earthquake,2016-01-24T07:49:58.454Z,pr16024002,"95km N of Road Town, British Virgin Islands",19.2737,3.8,pr,pr,Md,3.9,reviewed,10.8,pr,0.8578911,0.38,51
,,,-153.6604,,2016-01-24T06:37:18.000Z,earthquake,2016-01-30T01:34:09.260Z,ak12560142,"80km SSE of Larsen Bay, Alaska",56.8342,2.7,ak,ak,ml,2.5,reviewed,1.7,ak,,0.4,40.5
,0.255,5,-98.3631,72,2016-01-24T06:16:19.870Z,earthquake,2016-01-24T12:48:50.144Z,us10004gpu,"14km SW of Helena, Oklahoma",36.4369,2.8,us,us,mb_lg,1.5,reviewed,2,us,0.313,0.22,5
7,0,3,-67.2317,252,2016-01-24T06:07:03.400Z,earthquake,2016-01-24T09:36:10.762Z,pr16024005,"49km NNW of San Antonio, Puerto Rico",18.9251,2.8,pr,pr,Md,1.1,reviewed,0.6,pr,0.46892058,0.11,10
,0.12,20,70.5872,79,2016-01-24T06:05:56.870Z,earthquake,2016-01-24T08:55:30.795Z,us10004gpt,"48km NNW of `Alaqahdari-ye Kiran wa Munjan, Afghanistan",36.4437,4.4,us,us,mb,7.1,reviewed,6.6,us,0.68,1.09,205.9
3,0,2,-64.6768,338.4,2016-01-24T04:31:55.500Z,earthquake,2016-02-17T06:51:41.060Z,pr16024004,"79km N of Road Town, British Virgin Islands",19.1357,2.5,pr,pr,Md,3.1,reviewed,17.4,pr,0.82195848,0.18,24
,,,-151.5973,,2016-01-24T03:27:24.000Z,earthquake,2016-02-17T06:40:04.745Z,ak12493891,"59km NE of Kodiak, Alaska",58.1057,2.5,ak,ak,ml,0.4,reviewed,0.7,ak,,0.54,59.5
,0.259,4,-178.7943,241,2016-01-24T03:02:32.970Z,earthquake,2016-02-17T23:59:43.315Z,us20004vg8,South of the Kermadec Islands,-34.5612,4,us,us,mb,9.5,reviewed,2,us,4.951,0.43,10
18,0,15,-68.2652,280.8,2016-01-24T02:41:12.700Z,earthquake,2016-02-17T06:33:35.750Z,pr16024000,"70km NNE of Punta Cana, Dominican Republic",19.2075,3.6,pr,pr,Md,1.9,reviewed,24.3,pr,0.69888929,0.36,24
3,0,3,-64.3215,356.4,2016-01-24T02:36:54.600Z,earthquake,2016-01-28T23:45:30.869Z,pr16024010,"49km NE of Road Town, British Virgin Islands",18.7616,2.7,pr,pr,Md,6.4,reviewed,7,pr,1.01599459,0.05,33
,0.181,4,-164.5991,,2016-01-24T01:44:47.000Z,earthquake,2016-02-17T06:27:45.103Z,us20004vvc,"92km ESE of Akutan, Alaska",53.679,3,us,us,ml,6.6,reviewed,10.1,ak,,0.15,44.2
6,0,3,-64.4702,309.6,2016-01-24T01:24:20.400Z,earthquake,2016-02-17T06:23:57.025Z,pr16024001,"50km NNE of Road Town, British Virgin Islands",18.8549,2.6,pr,pr,Md,2.8,reviewed,13,pr,0.45724248,0.15,24
,0.071,64,171.4623,72,2016-01-24T00:34:05.270Z,earthquake,2016-01-24T00:53:27.761Z,us10004gp5,"82km SW of Ile Hunter, New Caledonia",-22.908,5.1,us,us,mb,8.6,reviewed,6.1,us,3.483,0.73,28.73
,0.143,14,-68.469,,2016-01-24T00:31:56.000Z,earthquake,2016-02-11T23:46:06.268Z,us10004gp4,"95km NNE of Calama, Chile",-21.719,4.4,us,us,mb,5.6,reviewed,3.1,guc,,0.96,120.1
,,,-172.9674,,2016-01-24T00:19:25.000Z,earthquake,2016-01-30T01:44:01.021Z,ak12560118,"121km SE of Atka, Alaska",51.4221,2.5,ak,ak,ml,3.1,reviewed,2.5,ak,,0.14,5.4
,0.078,49,-173.5204,46,2016-01-24T00:10:50.620Z,earthquake,2016-01-24T01:30:22.909Z,us10004gp3,"77km NNE of Hihifo, Tonga",-15.2835,4.6,us,us,mb,10.9,reviewed,2,us,5.1,0.91,35
,,,-165.1607,,2016-01-23T23:21:07.000Z,earthquake,2016-01-29T03:26:51.825Z,ak12492431,"77km SSE of Akutan, Alaska",53.5382,3.5,ak,ak,ml,2.6,reviewed,3.1,ak,,0.48,51.5
,0.073,56,140.7826,138,2016-01-23T21:33:35.890Z,earthquake,2016-01-24T14:38:36.927Z,us10004gnl,"12km ENE of Kashima-shi, Japan",35.9977,4.6,us,us,mb,5.6,reviewed,5.3,us,0.532,0.87,20.21
4,0,4,-64.2126,342,2016-01-23T19:02:19.400Z,earthquake,2016-01-23T20:22:59.369Z,pr16023003,"55km NE of Road Town, British Virgin Islands",18.7338,2.5,pr,pr,Md,9.2,reviewed,11.4,pr,0.49587004,0.21,29
,,,-126.3312,166,2016-01-23T18:05:40.500Z,earthquake,2016-01-26T17:05:34.463Z,us10004gmw,"156km W of Bandon, Oregon",43.1458,4.9,us,us,mww,5,reviewed,5.7,us,1.49,1.38,30.14
47,0.249,31,-122.812,79,2016-01-23T17:28:11.460Z,earthquake,2016-01-25T21:43:04.720Z,nc72583746,"5km WNW of The Geysers, California",38.7965,2.57,nc,nc,md,0.14,reviewed,0.23,nc,0.01074,0.06,3.14
3,0,3,-65.5009,316.8,2016-01-23T17:10:12.100Z,earthquake,2016-01-26T16:40:02.040Z,pr16023002,"76km NNE of Vieques, Puerto Rico",19.0347,2.6,pr,pr,Md,3.2,reviewed,15.4,pr,0.75099158,0.23,32
,,,-163.024,,2016-01-23T17:06:53.000Z,earthquake,2016-01-29T03:27:31.968Z,ak12490998,"213km S of False Pass, Alaska",52.9493,3,ak,ak,ml,1.8,reviewed,2.3,ak,,0.49,31.7
,,,-174.1495,,2016-01-23T16:52:45.000Z,earthquake,2016-01-29T03:27:52.651Z,ak12490529,"70km S of Atka, Alaska",51.5639,2.9,ak,ak,ml,11.6,reviewed,3.1,ak,,0.43,2.5
,0.06,86,145.6461,135,2016-01-23T15:56:59.770Z,earthquake,2016-01-24T02:20:26.533Z,us10004gm4,"9km SE of Nemuro, Japan",43.254,4.8,us,us,mb,4.2,reviewed,8.2,us,2.215,0.84,97.23
,,,-160.6754,,2016-01-23T15:54:53.000Z,earthquake,2016-01-29T03:24:44.750Z,ak12490520,"22km SSW of Sand Point, Alaska",55.1613,2.8,ak,ak,ml,1.7,reviewed,0.7,ak,,0.56,61.2
9,0,5,-65.3912,302.4,2016-01-23T14:38:15.200Z,earthquake,2016-01-23T15:42:44.065Z,pr16023000,"127km NNE of Vieques, Puerto Rico",19.4955,2.9,pr,pr,Md,2.8,reviewed,6.8,pr,1.18577618,0.2,74
14,0,5,-65.4275,270,2016-01-23T14:10:27.900Z,earthquake,2016-01-23T16:11:28.037Z,pr16023001,"133km NNE of Vieques, Puerto Rico",19.568,3.1,pr,pr,Md,2.9,reviewed,8,pr,1.26033634,0.3,68
,0.1,40,-2.3882,93.6,2016-01-23T13:02:17.300Z,earthquake,2016-01-23T17:21:00.203Z,us10004glv,"241km ENE of Olonkinbyen, Svalbard and Jan Mayen",71.6767,4.5,us,us,Mb,8.5,reviewed,0,us,6.46158184,1.24,10
,0.125,19,126.7083,114,2016-01-23T12:28:58.650Z,earthquake,2016-02-05T10:39:43.726Z,us10004glq,"227km NW of Tobelo, Indonesia",3.3157,4.5,us,us,mb,4.7,reviewed,6,us,2.611,0.86,22.27
,,,-171.2825,,2016-01-23T10:26:22.000Z,earthquake,2016-01-29T03:28:32.965Z,ak12489121,"84km S of Amukta Island, Alaska",51.7309,2.8,ak,ak,ml,7.9,reviewed,4.9,ak,,0.54,40.6
,0.032,342,-113.9671,50,2016-01-23T10:08:01.990Z,earthquake,2016-02-04T20:11:19.000Z,us10004gli,Easter Island region,-22.3828,5.5,us,us,mb,10.9,reviewed,1.8,us,6.327,0.82,10
77,0.105,24,-121.0536667,55,2016-01-23T08:28:11.230Z,earthquake,2016-02-17T14:03:14.001Z,nc72583616,"14km ENE of San Simeon, California",35.7096667,3.1,nc,nc,ml,0.13,reviewed,0.54,nc,0.08503,0.08,6.77
5,0.38,5,-119.5893,78.04,2016-01-23T08:24:15.862Z,earthquake,2016-02-17T14:00:38.156Z,nn00528072,"70km ESE of Lakeview, Oregon",41.9014,2.7,nn,nn,ml,5.11,reviewed,7.3,nn,0.16,0.1646,2.1
,0.23,15,-114.5183,59,2016-01-23T07:56:31.130Z,earthquake,2016-02-17T13:56:23.479Z,us10004gl3,"23km WNW of Challis, Idaho",44.551,2.8,mb,us,ml,3.1,reviewed,6.5,mb,0.193,0.75,6.17
,0.102,27,42.694,39,2016-01-23T07:53:44.390Z,earthquake,2016-02-17T08:28:21.701Z,us10004gl4,"8km NNE of Begendik, Turkey",38.0446,4.3,us,us,mb,3.6,reviewed,5.3,us,0.579,1.26,10.91
,0.112,25,166.4788,125,2016-01-23T07:50:32.380Z,earthquake,2016-02-17T08:09:16.896Z,us20004vap,"86km NW of Port-Olry, Vanuatu",-14.5051,4.9,us,us,mb,4.9,reviewed,1.9,us,1.169,0.93,10
,0.085,45,166.9358,114,2016-01-23T07:49:44.210Z,earthquake,2016-02-17T07:08:08.199Z,us10004gl0,"53km NNW of Port-Olry, Vanuatu",-14.5815,5.1,us,us,mb,7.5,reviewed,1.8,us,0.898,0.7,10
,0.16,11,146.2055,125,2016-01-23T05:34:08.070Z,earthquake,2016-02-17T06:47:35.892Z,us20004va4,"184km SW of Lorengau, Papua New Guinea",-3.301,4.3,us,us,mb,11.2,reviewed,2,us,1.704,0.75,10
,0.046,150,71.3509,44,2016-01-23T04:54:11.320Z,earthquake,2016-02-17T03:38:49.902Z,us10004gkq,"16km W of Ashkasham, Afghanistan",36.6676,5,us,us,mb,4.8,reviewed,4.5,us,0.771,0.91,94.89
,0.162,6,-168.673,206,2016-01-23T04:39:27.000Z,earthquake,2016-02-17T03:48:20.191Z,us20004vet,"16km SE of Nikolski, Alaska",52.8517,3.5,us,us,ml,8,reviewed,16.3,us,0.163,0.42,42.84
,0.092,33,46.8896,53,2016-01-23T04:20:22.270Z,earthquake,2016-02-17T01:26:49.009Z,us10004gkp,"44km E of Ilam, Iran",33.7121,4.3,us,us,mb,4.6,reviewed,1.9,us,0.575,0.9,10
,,,-98.7048,201,2016-01-23T04:18:35.200Z,earthquake,2016-02-17T01:13:46.078Z,us10004gkm,"32km NW of Fairview, Oklahoma",36.5036,2.6,tul,us,ml,3.4,reviewed,7.9,tul,,0.82,6.94
,0.199,7,29.57,76,2016-01-23T04:00:45.430Z,earthquake,2016-02-17T06:20:17.883Z,us10004gki,"32km WSW of Elmali, Turkey",36.6484,4.2,us,us,mb,3.9,reviewed,1.9,us,0.289,1.1,10
,0.17,10,171.9854,106,2016-01-23T04:00:03.390Z,earthquake,2016-02-17T05:33:37.375Z,us20004va2,Vanuatu region,-13.5995,4.4,us,us,mb,10,reviewed,1.8,us,4.982,0.82,10
,,,-98.7318,179,2016-01-23T03:40:26.800Z,earthquake,2016-02-17T00:59:52.730Z,us10004gke,"33km NW of Fairview, Oklahoma",36.4971,3.1,tul,us,ml,3.1,reviewed,7.7,tul,,0.38,7.742
,0.125,18,126.2017,146,2016-01-23T02:08:03.790Z,earthquake,2016-01-23T02:59:41.222Z,us10004gk6,"227km SSE of Sarangani, Philippines",3.4859,4.3,us,us,mb,5.2,reviewed,10,us,2.936,0.94,145.25
,,,-96.8315,71,2016-01-23T01:17:19.900Z,earthquake,2016-02-17T01:06:07.537Z,us10004gk3,"13km WNW of Yale, Oklahoma",36.1736,2.6,tul,us,ml,2.1,reviewed,7.2,tul,,0.71,4.02
,0.128,8,-161.703,181,2016-01-23T00:20:47.580Z,earthquake,2016-02-12T06:03:36.439Z,us20004ve9,"92km SE of Cold Bay, Alaska",54.6014,3.2,us,us,ml,4.4,reviewed,12.4,us,0.606,0.74,30.64
20,0.45,5,-118.5043,42.39,2016-01-22T23:39:37.333Z,earthquake,2016-02-12T03:13:03.335Z,nn00528029,"10km E of Hawthorne, Nevada",38.5294,2.6,nn,nn,ml,0.76,reviewed,1.3,nn,0.1,0.1425,6.6
,0.094,31,-177.4449,68,2016-01-22T23:37:05.500Z,earthquake,2016-02-13T03:03:50.343Z,us20004v2x,"103km SE of Sigave, Wallis and Futuna",-14.9195,4.1,us,us,mb,12,reviewed,9.8,us,5.155,1.29,362.39
,0.144,14,151.7133,108,2016-01-22T23:31:58.690Z,earthquake,2016-02-13T03:31:39.185Z,us20004v2y,"140km SSW of Kokopo, Papua New Guinea",-5.5015,4.4,us,us,mb,9.3,reviewed,16.8,us,1.376,0.89,69.65
,,,-97.3922,84,2016-01-22T23:16:28.400Z,earthquake,2016-02-12T02:43:27.997Z,us10004gin,"7km E of Edmond, Oklahoma",35.6617,2.5,tul,us,ml,1.3,reviewed,3.3,tul,,0.72,5.666
,,,-149.3056,,2016-01-22T23:12:37.000Z,earthquake,2016-02-13T03:42:36.114Z,ak12487635,"14km NW of North Nenana, Alaska",64.6767,2.5,ak,ak,ml,0.2,reviewed,0.1,ak,,0.53,18.8
27,0.179,33,-120.7248333,77,2016-01-22T23:12:16.370Z,earthquake,2016-01-25T21:28:04.681Z,nc72583471,"15km ENE of East Quincy, California",39.971,2.69,nc,nc,md,0.17,reviewed,0.7,nc,0.05806,0.08,8.04
,0.068,65,156.0942,97,2016-01-22T22:17:24.150Z,earthquake,2016-02-13T04:43:25.700Z,us10004gi7,"73km SW of Chirovanga, Solomon Islands",-7.1143,4.7,us,us,mb,8.8,reviewed,7.6,us,4.458,0.94,85.29
,0.049,121,159.9734,129,2016-01-22T21:11:19.570Z,earthquake,2016-02-13T04:06:14.891Z,us10004ghp,"135km NE of Petropavlovsk-Kamchatskiy, Russia",53.9685,4.4,us,us,mb,8.2,reviewed,5.5,us,1.233,0.67,84.77
,,,-96.857,57,2016-01-22T21:09:25.200Z,earthquake,2016-02-12T02:38:17.515Z,us10004ghj,"4km SSE of Chandler, Oklahoma",35.6711,2.8,tul,us,ml,0.7,reviewed,3.7,tul,,0.27,5.984
,0.034,296,55.3091,19,2016-01-22T20:51:47.420Z,earthquake,2016-02-04T20:11:17.000Z,us10004ghe,"89km ESE of Darab, Iran",28.3163,5.5,us,us,mb,4.8,reviewed,3.7,us,1.048,0.82,26.81
39,0.212,17,-155.63,149,2016-01-22T20:40:02.080Z,earthquake,2016-01-23T17:10:32.040Z,hv61158886,"24km E of Honaunau-Napoopoo, Hawaii",19.4263333,2.53,hv,hv,ml,0.36,reviewed,0.61,hv,0.02357,0.1,3.86
,0.158,11,-74.5274,109,2016-01-22T19:11:57.880Z,earthquake,2016-01-23T17:05:19.990Z,us10004ggj,"48km S of Pucallpa, Peru",-8.8147,4.1,us,us,mb,9.4,reviewed,8.3,us,2.101,1.22,146.47
,0.058,96,179.8529,65,2016-01-22T18:56:07.590Z,earthquake,2016-01-23T16:48:06.370Z,us10004gga,"191km NNE of Lambasa, Fiji",-14.7436,5,us,us,mb,8.2,reviewed,1.6,us,3.448,1.47,10
,0.187,9,130.1688,91,2016-01-22T17:04:32.140Z,earthquake,2016-01-23T15:45:06.822Z,us10004gfw,"198km NW of Saumlaki, Indonesia",-6.5719,4.2,us,us,mb,10.2,reviewed,5.8,us,1.794,0.62,116
,0.113,25,172.1223,79,2016-01-22T16:34:36.030Z,earthquake,2016-02-04T20:11:16.000Z,us10004gep,Vanuatu region,-13.77,5,us,us,mb,10.7,reviewed,8,us,5.045,0.5,54.16
,,,-137.2696,,2016-01-22T15:01:34.000Z,earthquake,2016-01-27T23:52:16.220Z,ak12529180,"91km WNW of Gustavus, Alaska",58.5979,2.5,ak,ak,ml,1.2,reviewed,1.5,ak,,0.6,17.5
,,,-152.2457,,2016-01-22T14:58:56.000Z,earthquake,2016-02-05T09:46:13.040Z,ak12485412,"47km NNE of Kodiak, Alaska",58.2091,2.5,ak,ak,ml,0.6,reviewed,0.7,ak,,0.48,46.1
,0.068,68,67.0414,57,2016-01-22T14:48:54.410Z,earthquake,2016-02-05T09:44:00.128Z,us10004gdx,Indian Ocean Triple Junction,-26.8549,4.9,us,us,mb,11.1,reviewed,1.8,us,11.775,0.75,10
,0.161,11,-173.6229,96,2016-01-22T14:32:59.420Z,earthquake,2016-02-05T09:36:32.554Z,us20004v2t,"83km N of Hihifo, Tonga",-15.209,4.3,us,us,mb,8.8,reviewed,1.8,us,5.222,0.47,10
,0.184,8,125.747,182,2016-01-22T14:20:18.120Z,earthquake,2016-02-05T09:29:57.776Z,us20004v2s,"31km ENE of Maydolong, Philippines",11.6561,4.1,us,us,mb,20.6,reviewed,4.7,us,11.577,0.61,80.05
,,,-97.8302,81,2016-01-22T14:17:39.800Z,earthquake,2016-02-05T09:25:22.066Z,us10004gds,"23km N of Enid, Oklahoma",36.6005,2.8,tul,us,ml,1.3,reviewed,6.7,tul,,0.54,6.245
,0.136,15,169.5982,86,2016-01-22T13:47:37.180Z,earthquake,2016-02-05T09:15:15.140Z,us10004gdp,"68km NNE of Isangel, Vanuatu",-19.016,4.2,us,us,mb,10.2,reviewed,9.7,us,2.827,0.92,268.42
,0.365,2,139.9024,95,2016-01-22T13:32:01.020Z,earthquake,2016-02-05T09:08:02.172Z,us20004v30,"82km WNW of Yoichi, Japan",43.5968,4,us,us,mb,14.9,reviewed,9.3,us,1.357,1.19,213.59
,0.051,120,155.7684,101,2016-01-22T13:26:45.520Z,earthquake,2016-02-05T08:54:12.601Z,us10004gdm,"99km SSW of Severo-Kuril'sk, Russia",49.8187,4.8,us,us,mb,8.9,reviewed,4.3,us,3.508,0.6,67.19
11,0,8,-66.3868,216,2016-01-22T13:14:57.200Z,earthquake,2016-02-05T08:08:01.040Z,pr16022006,"17km S of Santa Isabel, Puerto Rico",17.8045,2.6,pr,pr,Md,1.2,reviewed,1,pr,0.15540854,0.34,4
,0.078,50,70.3243,80,2016-01-22T12:56:29.830Z,earthquake,2016-01-22T13:20:48.469Z,us10004gcn,"40km W of `Alaqahdari-ye Kiran wa Munjan, Afghanistan",36.0884,4.8,us,us,mb,6.4,reviewed,6.8,us,1.054,0.86,113.6
,0.124,17,-97.975,84,2016-01-22T12:41:24.450Z,earthquake,2016-01-22T13:07:37.926Z,us10004gcj,"22km WNW of Medford, Oklahoma",36.8482,2.7,us,us,mb_lg,1.4,reviewed,3.8,us,0.092,0.32,5.31
,0.058,78,-98.0555,83,2016-01-22T11:45:56.110Z,earthquake,2016-01-22T12:33:10.610Z,us10004gcc,"26km E of Cherokee, Oklahoma",36.7436,3.3,us,us,mb_lg,1,reviewed,2,us,0.19,0.44,5
,0.054,88,-97.8254,80,2016-01-22T10:59:08.720Z,earthquake,2016-01-23T04:00:49.916Z,us10004gb4,"20km NNE of Enid, Oklahoma",36.5792,3.6,us,us,mb_lg,0.7,reviewed,2,us,0.147,0.35,5
,,,-77.29,,2016-01-22T09:19:51.000Z,earthquake,2016-01-24T22:18:13.111Z,us10004gwh,"55km SSW of San Isidro, Peru",-12.56,4,lim,us,ml,11.3,reviewed,10,lim,,0.55,31
,,,-98.7273,115,2016-01-22T08:45:04.800Z,earthquake,2016-02-12T13:36:52.605Z,us10004gan,"32km NW of Fairview, Oklahoma",36.4832,3,tul,us,ml,3.7,reviewed,7.6,tul,,0.55,5.027
,,,-97.9888,82,2016-01-22T08:22:03.900Z,earthquake,2016-02-12T13:33:54.193Z,us10004gal,"22km W of Medford, Oklahoma",36.8342,3,tul,us,ml,2.2,reviewed,7.6,tul,,0.32,6.495
,,,-97.0445,57,2016-01-22T07:43:27.200Z,earthquake,2016-02-12T13:37:21.475Z,us10004gad,"5km NNE of Stillwater, Oklahoma",36.164,2.6,tul,us,ml,1.4,reviewed,6.4,tul,,0.54,5
30,0.29,24,-155.2896729,41,2016-01-22T07:11:47.200Z,earthquake,2016-02-12T13:27:13.786Z,hv61158571,"5km WSW of Volcano, Hawaii",19.4178333,2.58,hv,hv,ml,0.45,reviewed,0.3,hv,0.003424,0.43,2.61
,0.053,34,-67.5572,47,2016-01-22T07:03:52.530Z,earthquake,2016-02-12T13:21:24.521Z,us10004ga5,"100km ENE of San Martin, Argentina",-32.5933,3.9,us,us,mwr,7.8,reviewed,5.2,us,1.416,0.5,27.97
21,0,19,-68.3442,201.6,2016-01-22T06:09:30.700Z,earthquake,2016-02-12T12:51:45.210Z,pr16022001,"54km SSE of Boca de Yuma, Dominican Republic",17.958,3.6,pr,pr,Md,3.2,reviewed,4.4,pr,0.5524639,0.46,62
